time,stage_id,enable,load_force_N_profile,x_ref_m_profile,x_m,pA_Pa,pB_Pa,spool_u
3.14,stage1,True,0.0,0.08,1.8136333877012888e+78,21000000.0,100000.0,0.0
3.15,stage1,True,0.0,0.08,-3.313768392560811e+78,100000.0,21000000.0,0.0
3.16,stage1,True,0.0,0.08,6.054730263571083e+78,21000000.0,100000.0,0.0
3.17,stage1,True,0.0,0.08,-1.1062860834478551e+79,100000.0,21000000.0,0.0
3.18,stage1,True,0.0,0.08,2.021343387985836e+79,21000000.0,100000.0,0.0
3.19,stage1,True,0.0,0.08,-3.693284362232127e+79,100000.0,21000000.0,0.0
3.2,stage1,True,0.0,0.08,6.748160387485594e+79,21000000.0,100000.0,0.0
3.21,stage1,True,0.0,0.08,-1.232985715394413e+80,100000.0,21000000.0,0.0
3.22,stage1,True,0.0,0.08,2.2528417925370742e+80,21000000.0,100000.0,0.0
3.23,stage1,True,0.0,0.08,-4.1162651593062587e+80,100000.0,21000000.0,0.0
3.24,stage1,True,0.0,0.08,7.521006986754126e+80,21000000.0,100000.0,0.0
3.25,stage1,True,0.0,0.08,-1.374195876738002e+81,100000.0,21000000.0,0.0
3.26,stage1,True,0.0,0.08,2.510853016051886e+81,21000000.0,100000.0,0.0
3.27,stage1,True,0.0,0.08,-4.587688680294154e+81,100000.0,21000000.0,0.0
3.28,stage1,True,0.0,0.08,8.3823653924548e+81,21000000.0,100000.0,0.0
3.29,stage1,True,0.0,0.08,-1.5315784149533183e+82,100000.0,21000000.0,0.0
3.3,stage1,True,0.0,0.08,2.798413492284368e+82,21000000.0,100000.0,0.0
3.31,stage1,True,0.0,0.08,-5.113102925285045e+82,100000.0,21000000.0,0.0
3.32,stage1,True,0.0,0.08,9.342372596699498e+82,21000000.0,100000.0,0.0
3.33,stage1,True,0.0,0.08,-1.7069855039289854e+83,100000.0,21000000.0,0.0
3.34,stage1,True,0.0,0.08,3.1189074086515494e+83,21000000.0,100000.0,0.0
3.35,stage1,True,0.0,0.08,-5.698691290203695e+83,100000.0,21000000.0,0.0
3.36,stage1,True,0.0,0.08,1.0412326550942868e+84,21000000.0,100000.0,0.0
3.37,stage1,True,0.0,0.08,-1.9024814414823825e+84,100000.0,21000000.0,0.0
3.38,stage1,True,0.0,0.08,3.476106533420413e+84,21000000.0,100000.0,0.0
3.39,stage1,True,0.0,0.08,-6.351345336791371e+84,100000.0,21000000.0,0.0
3.4,stage1,True,0.0,0.08,1.1604819127185274e+85,21000000.0,100000.0,0.0
3.41,stage1,True,0.0,0.08,-2.1203669432774886e+85,100000.0,21000000.0,0.0
3.42,stage1,True,0.0,0.08,3.874214604181623e+85,21000000.0,100000.0,0.0
3.43,stage1,True,0.0,0.08,-7.078745896716157e+85,100000.0,21000000.0,0.0
3.44,stage1,True,0.0,0.08,1.2933884306816162e+86,21000000.0,100000.0,0.0
3.45,stage1,True,0.0,0.08,-2.3632062190529145e+86,100000.0,21000000.0,0.0
3.46,stage1,True,0.0,0.08,4.317916800002416e+86,21000000.0,100000.0,0.0
3.47,stage1,True,0.0,0.08,-7.889453464293931e+86,100000.0,21000000.0,0.0
3.48,stage1,True,0.0,0.08,1.4415163341083458e+87,21000000.0,100000.0,0.0
3.49,stage1,True,0.0,0.08,-2.633857149809143e+87,100000.0,21000000.0,0.0
3.5,stage1,True,0.0,0.02,4.812434879477071e+87,21000000.0,100000.0,0.0
3.51,stage1,True,0.0,0.02,-8.79300894161542e+87,100000.0,21000000.0,0.0
3.52,stage1,True,0.0,0.02,1.6066088826898003e+88,21000000.0,100000.0,0.0
3.53,stage1,True,0.0,0.02,-2.935504921098084e+88,100000.0,21000000.0,0.0
3.54,stage1,True,0.0,0.02,5.36358863357353e+88,21000000.0,100000.0,0.0
3.55,stage1,True,0.0,0.02,-9.800045921718433e+88,100000.0,21000000.0,0.0
3.56,stage1,True,0.0,0.02,1.7906089864283132e+89,21000000.0,100000.0,0.0
3.57,stage1,True,0.0,0.02,-3.2716995082353353e+89,100000.0,21000000.0,0.0
3.58,stage1,True,0.0,0.02,5.977864376488583e+89,21000000.0,100000.0,0.0
3.59,stage1,True,0.0,0.02,-1.0922415831200916e+90,100000.0,21000000.0,0.0
3.6,stage1,True,0.0,0.02,1.995682070990316e+90,21000000.0,100000.0,0.0
3.61,stage1,True,0.0,0.02,-3.6463974545759897e+90,100000.0,21000000.0,0.0
3.62,stage1,True,0.0,0.02,6.66249128055942e+90,21000000.0,100000.0,0.0
3.63,stage1,True,0.0,0.02,-1.2173327405056638e+91,100000.0,21000000.0,0.0
3.64,stage1,True,0.0,0.02,2.2242415617585463e+91,21000000.0,100000.0,0.0
3.65,stage1,True,0.0,0.02,-4.0640084345367856e+91,100000.0,21000000.0,0.0
3.66,stage1,True,0.0,0.02,7.425526453580134e+91,21000000.0,100000.0,0.0
3.67,stage1,True,0.0,0.02,-1.3567502135139776e+92,100000.0,21000000.0,0.0
3.68,stage1,True,0.0,0.02,2.4789772864969038e+92,21000000.0,100000.0,0.0
3.69,stage1,True,0.0,0.02,-4.5294471493389846e+92,100000.0,21000000.0,0.0
3.7,stage1,True,0.0,0.02,8.275949759770439e+92,21000000.0,100000.0,0.0
3.71,stage1,True,0.0,0.02,-1.5121347521677535e+93,100000.0,21000000.0,0.0
3.72,stage1,True,0.0,0.02,2.7628871308873883e+93,21000000.0,100000.0,0.0
3.73,stage1,True,0.0,0.02,-5.048191166215782e+93,100000.0,21000000.0,0.0
3.74,stage1,True,0.0,0.02,9.223769500305529e+93,21000000.0,100000.0,0.0
3.75,stage1,True,0.0,0.02,-1.6853150166759674e+94,100000.0,21000000.0,0.0
3.76,stage1,True,0.0,0.02,3.079312319480318e+94,21000000.0,100000.0,0.0
3.77,stage1,True,0.0,0.02,-5.626345381771348e+94,100000.0,21000000.0,0.0
3.78,stage1,True,0.0,0.02,1.0280140197118632e+95,21000000.0,100000.0,0.0
3.79,stage1,True,0.0,0.02,-1.8783290982248538e+95,100000.0,21000000.0,0.0
3.8,stage1,True,0.0,0.02,3.4319767372687684e+95,21000000.0,100000.0,0.0
3.81,stage1,True,0.0,0.02,-6.270713868133385e+95,100000.0,21000000.0,0.0
3.82,stage1,True,0.0,0.02,1.1457493866139408e+96,21000000.0,100000.0,0.0
3.83,stage1,True,0.0,0.02,-2.093448504479972e+96,100000.0,21000000.0,0.0
3.84,stage1,True,0.0,0.02,3.82503075464004e+96,21000000.0,100000.0,0.0
3.85,stage1,True,0.0,0.02,-6.988879947434098e+96,100000.0,21000000.0,0.0
3.86,stage1,True,0.0,0.02,1.2769686324843746e+97,21000000.0,100000.0,0.0
3.87,stage1,True,0.0,0.02,-2.3332048920773312e+97,100000.0,21000000.0,0.0
3.88,stage1,True,0.0,0.02,4.2631000714724144e+97,21000000.0,100000.0,0.0
3.89,stage1,True,0.0,0.02,-7.789295436978066e+97,100000.0,21000000.0,0.0
3.9,stage1,True,0.0,0.02,1.42321602559885e+98,21000000.0,100000.0,0.0
3.91,stage1,True,0.0,0.02,-2.6004198607053293e+98,100000.0,21000000.0,0.0
3.92,stage1,True,0.0,0.02,4.751340155197885e+98,21000000.0,100000.0,0.0
3.93,stage1,True,0.0,0.02,-8.681380115393572e+98,100000.0,21000000.0,0.0
3.94,stage1,True,0.0,0.02,1.5862126946537747e+99,21000000.0,100000.0,0.0
3.95,stage1,True,0.0,0.02,-2.8982381594143357e+99,100000.0,21000000.0,0.0
3.96,stage1,True,0.0,0.02,5.295496913493452e+99,21000000.0,100000.0,0.0
3.97,stage1,True,0.0,0.02,-9.675632580344154e+99,100000.0,21000000.0,0.0
3.98,stage1,True,0.0,0.02,1.76787688406059e+100,21000000.0,100000.0,0.0
3.99,stage1,True,0.0,0.02,-3.2301646959453184e+100,100000.0,21000000.0,0.0
4.0,stage1,True,0.0,0.02,5.901974315634062e+100,21000000.0,100000.0,0.0
4.01,stage1,True,0.0,0.02,-1.078375380243982e+101,100000.0,21000000.0,0.0
4.02,stage1,True,0.0,0.02,1.9703465290180562e+101,21000000.0,100000.0,0.0
4.03,stage1,True,0.0,0.02,-3.600105784626239e+101,100000.0,21000000.0,0.0
4.04,stage1,True,0.0,0.02,6.577909758316543e+101,21000000.0,100000.0,0.0
4.05,stage1,True,0.0,0.02,-1.201878482941727e+102,100000.0,21000000.0,0.0
4.06,stage1,True,0.0,0.02,2.1960044160410334e+102,21000000.0,100000.0,0.0
4.07,stage1,True,0.0,0.02,-4.0124151182655485e+102,100000.0,21000000.0,0.0
4.08,stage1,True,0.0,0.02,7.331258062906038e+102,21000000.0,100000.0,0.0
4.09,stage1,True,0.0,0.02,-1.3395260261148442e+103,100000.0,21000000.0,0.0
4.1,stage1,True,0.0,0.02,2.4475062250471424e+103,21000000.0,100000.0,0.0
4.11,stage1,True,0.0,0.02,-4.471945005070837e+103,100000.0,21000000.0,0.0
4.12,stage1,True,0.0,0.02,8.170885092634669e+103,21000000.0,100000.0,0.0
4.13,stage1,True,0.0,0.02,-1.4929379301701194e+104,100000.0,21000000.0,0.0
4.14,stage1,True,0.0,0.02,2.7278117830217442e+104,21000000.0,100000.0,0.0
4.15,stage1,True,0.0,0.02,-4.984103473576453e+104,100000.0,21000000.0,0.0
4.16,stage1,True,0.0,0.02,9.106672091498461e+104,21000000.0,100000.0,0.0
4.17,stage1,True,0.0,0.02,-1.6639196401470652e+105,100000.0,21000000.0,0.0
4.18,stage1,True,0.0,0.02,3.040219897070514e+105,21000000.0,100000.0,0.0
4.19,stage1,True,0.0,0.02,-5.554917917628414e+105,100000.0,21000000.0,0.0
4.2,stage1,True,0.0,0.02,1.0149631972775184e+106,21000000.0,100000.0,0.0
4.21,stage1,True,0.0,0.02,-1.8544833732984848e+106,100000.0,21000000.0,0.0
4.22,stage1,True,0.0,0.02,3.38840717679742e+106,21000000.0,100000.0,0.0
4.23,stage1,True,0.0,0.02,-6.191106030438604e+106,100000.0,21000000.0,0.0
4.24,stage1,True,0.0,0.02,1.1312038925717983e+107,21000000.0,100000.0,0.0
4.25,stage1,True,0.0,0.02,-2.0668718000927974e+107,100000.0,21000000.0,0.0
4.26,stage1,True,0.0,0.02,3.776471302893379e+107,21000000.0,100000.0,0.0
4.27,stage1,True,0.0,0.02,-6.900154862501401e+107,100000.0,21000000.0,0.0
4.28,stage1,True,0.0,0.02,1.2607572865717215e+108,21000000.0,100000.0,0.0
4.29,stage1,True,0.0,0.02,-2.3035844373305847e+108,100000.0,21000000.0,0.0
4.3,stage1,True,0.0,0.02,4.2089792511468237e+108,21000000.0,100000.0,0.0
4.31,stage1,True,0.0,0.02,-7.690408933788727e+108,100000.0,21000000.0,0.0
4.32,stage1,True,0.0,0.02,1.4051480427898078e+109,21000000.0,100000.0,0.0
4.33,stage1,True,0.0,0.02,-2.5674070639860564e+109,100000.0,21000000.0,0.0
4.34,stage1,True,0.0,0.02,4.691021039405606e+109,21000000.0,100000.0,0.0
4.35,stage1,True,0.0,0.02,-8.571168437146879e+109,100000.0,21000000.0,0.0
4.36,stage1,True,0.0,0.02,1.566075439884999e+110,21000000.0,100000.0,0.0
4.37,stage1,True,0.0,0.02,-2.8614445059560688e+110,100000.0,21000000.0,0.0
4.38,stage1,True,0.0,0.02,5.228269630017811e+110,21000000.0,100000.0,0.0
4.39,stage1,True,0.0,0.02,-9.552798688658275e+110,100000.0,21000000.0,0.0
4.4,stage1,True,0.0,0.02,1.7454333698117458e+111,21000000.0,100000.0,0.0
4.41,stage1,True,0.0,0.02,-3.189157175548938e+111,100000.0,21000000.0,0.0
4.42,stage1,True,0.0,0.02,5.827047692719395e+111,21000000.0,100000.0,0.0
4.43,stage1,True,0.0,0.02,-1.064685211301343e+112,100000.0,21000000.0,0.0
4.44,stage1,True,0.0,0.02,1.9453326262980677e+112,21000000.0,100000.0,0.0
4.45,stage1,True,0.0,0.02,-3.554401795731151e+112,100000.0,21000000.0,0.0
4.46,stage1,True,0.0,0.02,6.494402013675557e+112,21000000.0,100000.0,0.0
4.47,stage1,True,0.0,0.02,-1.186620419950457e+113,100000.0,21000000.0,0.0
4.48,stage1,True,0.0,0.02,2.1681257459560874e+113,21000000.0,100000.0,0.0
4.49,stage1,True,0.0,0.02,-3.9614767884001305e+113,100000.0,21000000.0,0.0
4.5,stage1,True,0.0,0.02,7.238186426366741e+113,21000000.0,100000.0,0.0
4.51,stage1,True,0.0,0.02,-1.3225205028652053e+114,100000.0,21000000.0,0.0
4.52,stage1,True,0.0,0.02,2.4164346943697102e+114,21000000.0,100000.0,0.0
4.53,stage1,True,0.0,0.02,-4.4151728608405606e+114,100000.0,21000000.0,0.0
4.54,stage1,True,0.0,0.02,8.067154240300388e+114,21000000.0,100000.0,0.0
4.55,stage1,True,0.0,0.02,-1.473984815272159e+115,100000.0,21000000.0,0.0
4.56,stage1,True,0.0,0.02,2.6931817229912304e+115,21000000.0,100000.0,0.0
4.57,stage1,True,0.0,0.02,-4.920829385693073e+115,100000.0,21000000.0,0.0
4.58,stage1,True,0.0,0.02,8.991061255307465e+115,21000000.0,100000.0,0.0
4.59,stage1,True,0.0,0.02,-1.642795881762089e+116,100000.0,21000000.0,0.0
4.6,stage1,True,0.0,0.02,3.0016237599774735e+116,21000000.0,100000.0,0.0
4.61,stage1,True,0.0,0.02,-5.484397237957854e+116,100000.0,21000000.0,0.0
4.62,stage1,True,0.0,0.02,1.002078057375546e+117,21000000.0,100000.0,0.0
4.63,stage1,True,0.0,0.02,-1.830940374128733e+117,100000.0,21000000.0,0.0
4.64,stage1,True,0.0,0.02,3.3453907397137947e+117,21000000.0,100000.0,0.0
4.65,stage1,True,0.0,0.02,-6.112508828526133e+117,100000.0,21000000.0,0.0
4.66,stage1,True,0.0,0.02,1.116843056186262e+118,21000000.0,100000.0,0.0
4.67,stage1,True,0.0,0.02,-2.0406324917365215e+118,100000.0,21000000.0,0.0
4.68,stage1,True,0.0,0.02,3.7285283220995044e+118,21000000.0,100000.0,0.0
4.69,stage1,True,0.0,0.02,-6.812556158445262e+118,100000.0,21000000.0,0.0
4.7,stage1,True,0.0,0.02,1.2447517466037171e+119,21000000.0,100000.0,0.0
4.71,stage1,True,0.0,0.02,-2.2743400195718336e+119,100000.0,21000000.0,0.0
4.72,stage1,True,0.0,0.02,4.155545504345925e+119,21000000.0,100000.0,0.0
4.73,stage1,True,0.0,0.02,-7.592777812504391e+119,100000.0,21000000.0,0.0
4.74,stage1,True,0.0,0.02,1.3873094362638904e+120,21000000.0,100000.0,0.0
4.75,stage1,True,0.0,0.02,-2.5348133706448298e+120,100000.0,21000000.0,0.0
4.76,stage1,True,0.0,0.02,4.6314676856110987e+120,21000000.0,100000.0,0.0
4.77,stage1,True,0.0,0.02,-8.462355915932089e+120,100000.0,21000000.0,0.0
4.78,stage1,True,0.0,0.02,1.5461938311783108e+121,21000000.0,100000.0,0.0
4.79,stage1,True,0.0,0.02,-2.8251179545304876e+121,100000.0,21000000.0,0.0
4.8,stage1,True,0.0,0.02,5.161895808968228e+121,21000000.0,100000.0,0.0
4.81,stage1,True,0.0,0.02,-9.431524195268859e+121,100000.0,21000000.0,0.0
4.82,stage1,True,0.0,0.02,1.7232747800028542e+122,21000000.0,100000.0,0.0
4.83,stage1,True,0.0,0.02,-3.1486702529821407e+122,100000.0,21000000.0,0.0
4.84,stage1,True,0.0,0.02,5.753072276726434e+122,21000000.0,100000.0,0.0
4.85,stage1,True,0.0,0.02,-1.0511688415098311e+123,100000.0,21000000.0,0.0
4.86,stage1,True,0.0,0.02,1.9206362795606145e+123,21000000.0,100000.0,0.0
4.87,stage1,True,0.0,0.02,-3.509278027176133e+123,100000.0,21000000.0,0.0
4.88,stage1,True,0.0,0.02,6.411954414836196e+123,21000000.0,100000.0,0.0
4.89,stage1,True,0.0,0.02,-1.1715560608065888e+124,100000.0,21000000.0,0.0
4.9,stage1,True,0.0,0.02,2.1406010005893133e+124,21000000.0,100000.0,0.0
4.91,stage1,True,0.0,0.02,-3.911185129772639e+124,100000.0,21000000.0,0.0
4.92,stage1,True,0.0,0.02,7.146296350952718e+124,21000000.0,100000.0,0.0
4.93,stage1,True,0.0,0.02,-1.305730867784491e+125,100000.0,21000000.0,0.0
4.94,stage1,True,0.0,0.02,2.3857576223501507e+125,21000000.0,100000.0,0.0
4.95,stage1,True,0.0,0.02,-4.359121449167196e+125,100000.0,21000000.0,0.0
4.96,stage1,True,0.0,0.02,7.964740269748909e+125,21000000.0,100000.0,0.0
4.97,stage1,True,0.0,0.02,-1.4552723135685325e+126,100000.0,21000000.0,0.0
4.98,stage1,True,0.0,0.02,2.658991297787334e+126,21000000.0,100000.0,0.0
4.99,stage1,True,0.0,0.02,-4.858358573707838e+126,100000.0,21000000.0,0.0
5.0,stage1,True,0.0,0.02,8.876918119425981e+126,21000000.0,100000.0,0.0
